Continent,Location,Date,Population,New_vaccinations,RollingPeopleVaccinated,f0_
North America,Belize,10/6/2022 0:00:00,405285,,119978,29.6033655
North America,Belize,10/25/2022 0:00:00,405285,,119978,29.6033655
North America,Belize,1/24/2023 0:00:00,405285,,119978,29.6033655
Africa,Benin,6/26/2020 0:00:00,13352864,,,
Africa,Benin,7/25/2020 0:00:00,13352864,,,
Africa,Benin,8/16/2020 0:00:00,13352864,,,
Africa,Benin,9/24/2020 0:00:00,13352864,,,
Africa,Benin,10/28/2020 0:00:00,13352864,,,
Africa,Benin,1/24/2021 0:00:00,13352864,,,
Africa,Benin,2/24/2021 0:00:00,13352864,,,
Africa,Benin,3/13/2021 0:00:00,13352864,,,
Africa,Benin,3/27/2021 0:00:00,13352864,,,
Africa,Benin,11/3/2021 0:00:00,13352864,,,
Africa,Benin,12/16/2021 0:00:00,13352864,,,
Africa,Benin,12/23/2021 0:00:00,13352864,,,
Africa,Benin,5/18/2022 0:00:00,13352864,,,
Africa,Benin,6/10/2022 0:00:00,13352864,,,
Africa,Benin,7/21/2022 0:00:00,13352864,,,
Africa,Benin,8/27/2022 0:00:00,13352864,,,
Africa,Benin,9/3/2022 0:00:00,13352864,,,
Africa,Benin,11/17/2022 0:00:00,13352864,,,
Africa,Benin,12/3/2022 0:00:00,13352864,,,
North America,Bermuda,4/14/2020 0:00:00,64207,,,
North America,Bermuda,7/5/2020 0:00:00,64207,,,
North America,Bermuda,8/6/2020 0:00:00,64207,,,
North America,Bermuda,12/21/2020 0:00:00,64207,,,
North America,Bermuda,2/9/2021 0:00:00,64207,,,
North America,Bermuda,3/22/2021 0:00:00,64207,,,
North America,Bermuda,5/23/2021 0:00:00,64207,,,
North America,Bermuda,5/24/2021 0:00:00,64207,,,
North America,Bermuda,5/31/2021 0:00:00,64207,,,
North America,Bermuda,6/9/2021 0:00:00,64207,,,
North America,Bermuda,10/31/2021 0:00:00,64207,,,
North America,Bermuda,11/22/2021 0:00:00,64207,,,
North America,Bermuda,12/10/2021 0:00:00,64207,,,
North America,Bermuda,12/13/2021 0:00:00,64207,,,
North America,Bermuda,2/24/2022 0:00:00,64207,,,
North America,Bermuda,3/27/2022 0:00:00,64207,,,
North America,Bermuda,6/16/2022 0:00:00,64207,,,
North America,Bermuda,7/8/2022 0:00:00,64207,,,
North America,Bermuda,7/25/2022 0:00:00,64207,,,
North America,Bermuda,8/5/2022 0:00:00,64207,,,
North America,Bermuda,8/30/2022 0:00:00,64207,,,
North America,Bermuda,9/19/2022 0:00:00,64207,,,
North America,Bermuda,11/8/2022 0:00:00,64207,,,
North America,Bermuda,12/15/2022 0:00:00,64207,,,
Asia,Bhutan,3/12/2020 0:00:00,782457,,,
Asia,Bhutan,3/23/2020 0:00:00,782457,,,
Asia,Bhutan,4/26/2020 0:00:00,782457,,,
Asia,Bhutan,5/6/2020 0:00:00,782457,,,
Asia,Bhutan,7/23/2020 0:00:00,782457,,,
Asia,Bhutan,7/24/2020 0:00:00,782457,,,
Asia,Bhutan,10/10/2020 0:00:00,782457,,,
Asia,Bhutan,12/8/2020 0:00:00,782457,,,
Asia,Bhutan,12/15/2020 0:00:00,782457,,,
Asia,Bhutan,2/25/2021 0:00:00,782457,,,
Asia,Bhutan,4/5/2021 0:00:00,782457,1486,468297,59.8495508
Asia,Bhutan,7/23/2021 0:00:00,782457,67091,732102,93.5645026
Asia,Bhutan,8/6/2021 0:00:00,782457,414,862033,110.1700157
Asia,Bhutan,11/29/2021 0:00:00,782457,,862033,110.1700157
Asia,Bhutan,1/21/2022 0:00:00,782457,,862033,110.1700157
Asia,Bhutan,3/18/2022 0:00:00,782457,,862033,110.1700157
Asia,Bhutan,4/2/2022 0:00:00,782457,,862033,110.1700157
Asia,Bhutan,11/19/2022 0:00:00,782457,,862033,110.1700157
